STT,CÂU HỎI,CÂU TRẢ LỜI
,,- Hoặc bạn đăng ký học tiếng Anh trong trường dạy (cái này theo mình nhớ hình như học đủ học phần để tốt nghiệp chứ sẽ KHÔNG có bằng nha)
432,"Em muốn học ngành ngôn ngữ trung ,xét học bạ vào trường thì điểm tầm bao nhiêu là đậu ạ?",Tham khảo các năm trước cho biết thôi
,,Chứ mỗi năm mỗi học sinh các tỉnh học lực khác nhau hỏng đoán trước được đâu
,,Cố gắng cày năm lớp 12 rồi mạnh dạn xét tuyển vì đó là cơ hội cho em đậu vào ngành em muốn
,,Bên cạnh đó có thể tham gia thêm các phương thức khác để tăng cơ hội trúng tuyển nè
,,em không cần phải in Giấy báo dự thi nhé.
433,"cho em hỏi ngôn ngữ 2 có tính điểm như các môn chuyên ngành k ạ? hay nn2 lấy điểm như môn thể dục, GDQP, qua môn hay k qua thôi ạ. Mong anh chị có thể giải đáp giúp em. em cảm ơn ạ.",TIn học và ngoại ngữ CÓ tính vào tín chỉ tích lũy nhưng KHÔNG tính điểm trung bình
,,Thể chất và QP KHÔNG tính tích lũy và trung bình
434,cho mình hỏi muốn chuyển từ trường khác vào trường Sư phạm thì sao ạ,Thì thi lại kì thi tốt nghiệp 
435,Nếu mình bị nhập sai điểm giữa kỳ thì liên hệ với ai để được sửa lại vậy ạ?,nơi đầu tiên là gv dạy môn đó. Nơi tiếp theo là giáo vụ khoa (khoa chủ quản của học phần đó)
436,Dạ cho em hỏi trường mình có dạy chứng chỉ nvsp không ạ? Em cảm ơn.,"Có em, nhưng mà em hỏi ngành gì, hiện tại chỉ có nvsp cấp 1, cấp 2 và 3 thì dự kiến tháng 9 mới mở tiếp"
437,Chào các anh chị ạ cho e hỏi là e học cử nhân hóa học thì khi thực tập e có thể thực tập ở trường THPT được không ạ. E cảm ơn mọi người ạ,"Cử nhân hoá học thì thực tập ở các nhà máy hoặc đơn vị có thiết bị sử dụng trong nghiên cứu. Cử nhân sư phạm hoá học mới thực tập ở trường THPT. (Khác nhau chỗ sư phạm mặc dù chương trình học gần giống nhau nhưng vẫn có điểm khác, hoá học vẫn nghiêng về nghiên cứu còn sư phạm vẫn là về dạy học)."
,,
, vậy e có làm đơn xin để thực tập ở trường được không ạ,"không bạn ơi, hoá học là ngành nghiên cứu bạn chỉ được xin thực tập ở khu vực nghiên cứu thôi. Còn muốn thực tập bên thpt bạn phải là một trong hai trường hợp bạn là cử nhân sư phạm hoặc bạn đang học song ngành(bạn là cử nhân hoá học và bạn học ngành song song là cử nhân sư phạm hoá học)."
438,"em là sinh viên năm 1, chưa có thẻ cứng sinh viên thì em nên làm thế nào để đi xe bus được giảm tiền ạ. Do chỗ em lại trường mất mấy chục lận, em thì khó khăn ạ. Mong anh chị giúp em ạ"," Bạn có thể dùng tạm thẻ HS cấp 3 hoặc lên phòng CTCT&HSSV để xin cấp giấy chứng nhận sinh viên, giấy này lúc lên xe bus đưa cho ngta xem là được nha"
439,"Cho em hỏi là có anh chị nào từng học 2 ca liên tiếp ở 2 cơ sở khác nhau không ạ? Em đang rơi vào trường hợp này, không biết anh chị làm cách nào để có thể chạy kịp ạ ? Mình có xin phép thầy cô đc không ạ hay buộc phải tự xoay xở? :((",bạn hỏi giảng viên thử xem bạn có chuyển sang ca khác được không (cùng 1gv nha) còn nếu tkb bạn kẹt hết thì tự xoay sở thôi vì đây là do bạn tự đăng ký mà
440,"Cho em hỏi có anh chị nào có kinh nghiệm hay đơn để xin rút học phần không ạ, em đăng kí nhằm môn do trùng tên, em gửi mail về PĐT thì thầy bảo không rút được, nhưng em không thể bỏ cũng không thể học nốt cái học phần này do có nhiều vấn đề phát sinh. ",không thể rút được nha em. Cứ đóng tiền đầy đủ xong rồi không học đc thì bỏ.
441,"Cho em hỏi nếu muốn làm lại thẻ sinh viên thì cần tới phòng/ban nào ạ? Và trước khi tới có cần chuẩn bị gì (ví dụ như ảnh thẻ, file ảnh, cccd phô tô…) không ạ?",phòng ctct bạn ơi
442,mọi người ơi cho em hỏi học phần tâm lý học học ở hcmue vle có tính điểm hay bắt buộc sao không ạ chứ em làm sai hết rồi í,"Có nha em, đây là học phần bắt buộc vẫn tính vào điểm học kỳ nha"
443,chào các anh chị và ad ạ. Em xin hỏi nếu em làm đơn thôi học ở trường thì nhà trường có báo về phụ huynh không ạ. Em cảm ơn anh chị cũng cảm ơn ad đã duyệt cho em ạ.,Không nha.
444,Anh chị cho em hỏi lỡ như các thầy cô add sv vào MS Teams bị sót tên em thì em phải làm sao để liên hệ thầy cô ạ :((( gần tới ngày học rồi mà em vẫn chưa được add vào đủ lớp,"Thường thì thầy cô không add sót đâu (hiếm lắm chứ không phải không có), bạn thử check lại mục mail rác trên outlook xem sao nha. Có thầy cô sẽ tự add bạn vào lớp nhưng cũng có thầy cô chỉ gửi link hoặc code để bạn tự join á"
445,mọi người ơi cho em hỏi tân sinh viên ngành Quốc tế học cần đóng bao nhiêu tiền học phí cho trường ạ :((((( em tìm quá trừi và cũng nhắn hỏi trường luôn nhưng vẫn không biết huhu.,Tùy vào số lượng tín chỉ mà em học nha em
446,"Cho em hỏi đi học sư phạm mình sẽ bận gì á mọi người, có cần bận áo dài khum mn ơi?","Khum em, trừ những dịp em tham gia hoạt động phải mặc áo đoàn hoặc áo khoa, còn lại mình bận thoải mái và phù hợp em nha!!"
447,"Mọi người cho em hỏi. Em đặt nv hcmue ở phía dưới, em tra kết quả mà đậu như này là em rớt hết các nv trên rồi đúng không ạ ",đúng rồi em. 
, em hoang mang quá,
448,Mình học sư phạm tiểu học vậy sẽ học ở cơ sở nào và có đăng ký ở KTX đc ko ạ? Mình ở xa vào nên còn lạ lắm. Nhờ mn chỉ giùm ạ.,"-Còn tùy vào thời khóa biểu trường xếp nhaa bé, mà thông thường thì hk1 năm nhất sẽ học hết 3 cơ sở nha"
,,-Sinh viên ngành nào cũng có thể đk ktx nha em
449,Dạ có chuyến xe buýt nào mình học được các cơ sở của trường không ạ.Hiện tại e chưa có xe,Em tải app busmap về tra cứu chuyến xe để di chuyển nha
450,ac cho em hỏi là thường hk2 sẽ thi hk vào tháng nào ạ...,Khoảng tầm tháng 6 á bạn.
451,"Dạ em chào các anh/chị/bạn ạ. Chuyện là bây giờ em đang băn khoăn không biết khi đi học, thì mình nên mặc đồ như nào ạ. Mong mọi người sẽ tư vấn giúp em ạ. Em cảm ơn rất nhìu >3","Cứ mặc lịch sự thoải mái tự tin nhất nè, nhớ là lịch sự."
,,"Gợi ý: Nam có thể quần jean(có rách thì rách ít thoi nha mấy ba) áo thun có cổ hay k cổ nếu bạn là người đam mê thời trang công sở thì mặc sơ mi màu nào cũng đc dài ngắn tuỳ thích, hôm nào muốn có cảm giác ấm áp chảy mỡ nhất là cơ sở Lê văn sỹ thì mặc hoodie nè, túm cái quần lại là mặc đồ lịch sử thoải mái khiến bản thân tự tin là được."
,,"Nữ thì quá nhiều sự lựa chọn váy, đầm (nhớ cũng che được cái đùi nhen) quần tây quần jeans các thể loại quần áo đừng quá phô bày cơ thể là được. Học khoa nào có áo khoa thì mặc áo khoa theo yêu cầu của khoa. Dị thôi đó."
452,"Cho e hỏi về vấn đề xin phép thầy cô chuyển lịch học vì chạy cơ sở xa mà không có xe máy ở trường mình có quá khắt khe không ạ, tại hồi lúc e đăng kí học phần không như ý muốn, giờ chạy cơ sở v thì e sợ không kịp giờ nếu đi bus","nếu có lớp thì thầy cô đa số sẽ cho chuyển thôi bạn, mà chạy cơ sở nếu không có xe thì đi grab chứ đi bus không kịp đâu mà học 4 năm thế nào cũng chạy nhiều lần vì trường mình xếp lịch hay bị vậy lắm"
453,Các anh chị cho e hỏi,"Không phải về địa phương, nộp hồ sơ thi đậu ở đâu thì vào đó. Tp lớn nhiều cơ hội, địa phương ít cơ hội"
,SV sư phạm ra trường có được chọn nơi mình công tác không ạ? hay phải về địa phương,
454,Anh chị cho em hỏi trường mình thông báo kết quả trúng tuyển bằng cách nào ạ.,Trường đăng điểm chuẩn lên page sau đó có link tra cứu trúng tuyển
455,"Dạ em chào mọi người, em muốn vài cuốn giáo trình của Trường Đại học Sư phạm TPHCM thì em có thể mua ở đâu ạ (Em muốn mua sách gốc ạ). Em xin cảm ơn",Nhà xuất bản đhsp ở cơ sở chính á
456,"Em chào anh chị ạ, em là sinh viên năm 1, chưa ở KTX bao giờ. Sắp tới em chuyển vào KTX ở, em chưa biết phải chuẩn bị những gì. Vậy anh chị nào đã và đang ở KTX có thể chỉ cho em cần chuẩn bị những gì được không ạ ? Em cảm ơn anh chị nhiều ạ ","Chiếu hoặc nệm lên ktx ra chợ mua cũng đc, cần có mùng vì nhớ hồi mới lên ở có nhiều muỗi lắm ở lâu mới bớt muỗi. Chăn vs gối chắc chợ cũng có bán nhưng nếu mang theo đc thì mang, mang quần áo và đồ dùng cá nhân và tiền bạc. Nhớ sắm ổ khoá nhỏ để khoá tủ đồ cá nhân nữa."
,,Ktx ko cho nấu ăn nên đừng mang nồi niêu bát đũa gì theo.
,,"Vào ktx thì thường có đặt mua tủ sách vs mua bàn học, có thể xem mua lại từ các anh chị khoá trên cho rẻ hơn cũng đc đừng vội mua. Bên cạnh ktx tay trái có tiệm đồ điện có thể mua đèn bàn học ở đó hoặc tự mang theo"
457,"Dạ , anh chị cho em hỏi mọi người có ai đã từng học cải thiện chưa ạ?  Em nghe nói chỉ được học >=6 tín thôi. Hiện giờ em muốn học cải thiện những có khá nhiều môn cần học nên em không biết nên làm gì ạ. Anh chị tư vấn cho em với ạ. Em cảm ơn","Không có giới hạn cho việc học cải thiện, em sắp xếp được thời gian, tài chính, sức khỏe thì cứ học. Việc hạ bậc tốt nghiệp (đối với loại Giỏi, Xuất sắc) áp dụng cho trường hợp học lại (rớt môn) vượt quá 5% tổng tín chỉ quy định cho toàn chương trình. Học lại (rớt môn) khác với cải thiện (qua môn nhưng điểm thấp hoặc không như mong muốn của sinh viên). Em xem chương IV, điều 27, mục 2a của Sổ tay sinh viên để nắm chi tiết"
458,Cho em hỏi năm nay trường sư phạm HCM tính điểm tốt nghiệp thì môn chính có dc nhân 2 k ạ,Ko nha em
459,cho e hỏi khi mình thi xong hết thì khoảng bao lâu có điểm vậy ạ?,Khoảng 1 tháng nha em.
460,"Mấy anh chị cho em hỏi, thời gian học tối đa của trường mình là bao lâu vậy ạ, theo em đọc được là 8 năm thì có đúng không.Và nếu em bảo lưu thì thời gian học vẫn bị tính đúng không ạ? Em cảm ơn.",thời gian học tối đa là 8 năm bạn nhé. Bạn bảo lưu thì cũng tính vào đó luôn. Nói chung tổng quỹ thời gian các bạn có là đúng 8 năm
461,"Các bạn, anh/chị cho mình hỏi nếu mình sử dụng tài khoản sinh viên để cài đặt office 365 miễn phí thì sau khi ra trường mình có được sử dụng miễn phí nữa không ạ?","Mình ra trường gần 1 năm rồi vẫn còn dùng được bạn nhé. Có điều hên xui, để chắc ăn thì bây giờ mình cũng không dùng tài khoản đó để lưu trữ gì quan trọng nữa."
462,Anh chị K47 trở về trước cho em hỏi thi Triết có được mang sách photo vào phòng thi không ạ?,Nếu là đề mở em có thể đem vào
463,Anh chị cho em hỏi là trường mình có cấp bằng QP cho mình không ạ hay chỉ cần học quaa môn thôi ạ,trường sẽ cấp bằng nhé
,Em cảm ơn,
464,mấy anh chị cho em hỏi về tiền gửi xe của trường mình tính như thế nào ạ? ,"Tiền gửi xe cho xe số là 2k, tay ga 3k. Cuối tuần hoặc sau 5h30 6h thì đôn lên 1k. Mất thẻ xe thì chịu đền thẻ là 50k."
465,cho em hỏi trường mình có tổ chức thi bằng lái hay không vậy ạ?,Có tổ chức bạn theo dõi câu lạc bộ Tổ chức sự kiện của trường để biết thêm thông tin nha.
466,Cho em hỏi mk lấy giấy xác nhận là sinh viên trường đại học ở đâu ạ,Lấy ở phòng công tác chính trị A110
467,"Mọi người ơi cho mình hỏi , xã mình chỉ cấp giấy di chuyển NVQS thì nó có thể thay thế được giấy xác nhận vắng mặt NVQS ko vậy , cảm ơn",Giấy tạm vắng NVQS chỉ được cấp khi và chỉ khi có giấy xác nhận là SINH VIÊN của trường thôi.
,,"Giấy này bạn có thể bổ sung sau, lúc nộp HS trực tiếp bạn xin giấy xác nhận sau đó về cơ quan C.A tại địa phương để xin giâý lia"
468,Em muốn hỏi là mình dki ở ktx thế nào vậy ac,Khi nộp hồ sơ nhập học thì sẽ có người hỗ trợ em đk vào ktx nha
469,Cho mình hỏi là mã sinh viên thì mình xem ở đâu ạ. Mong mng chỉ em với ạ,Mã sinh viên ở góc dưới bên trái phần mặt trước của giấy báo nhập học á cậu
470,Mọi người cho mình hỏi giấy tờ nhập học mình cần photo công chứng mấy bản vậy,1 nha 
471,Mn ơi cho mk hỏi học phí trường mk 1 kỳ bao nhiêu ạ!!! Mk cảm ơn ạ,"Dao động từ 4,5tr-6tr / kì."
